TAS,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30001,ER30002,ER33801,ER33802,ER33803,TA050001,TA050042,TA050043,TA050127,TA050371,TA050394,TA050595,TA050631,TA050678,TA050712,TA050715,TA050716,TA050769,TA050777,TA050785,TA050793,TA050798,TA050809,TA050817,TA050825,ER33901,ER33902,ER33903,TA070001,TA070042,TA070043,TA070127,TA070344,TA070368,TA070570,TA070602,TA070649,TA070683,TA070686,TA070687,TA070740,TA070748,TA070756,TA070764,TA070769,TA070777,TA070785,TA070793,ER34001,ER34002,ER34003,TA090001,TA090043,TA090044,TA090136,TA090361,TA090385,TA090612,TA090655,TA090705,TA090739,TA090742,TA090743,TA090799,TA090807,TA090815,TA090823,TA090828,TA090836,TA090844,TA090852,ER34101,ER34102,ER34103,TA110001,TA110044,TA110045,TA110137,TA110351,TA110462,TA110699,TA110743,TA110793,TA110829,TA110832,TA110833,TA110915,TA110923,TA110931,TA110939,TA110944,TA110952,TA110960,TA110968,ER34201,ER34202,ER34203,TA130001,TA130043,TA130044,TA130136,TA130350,TA130482,TA130719,TA130763,TA130813,TA130852,TA130855,TA130856,TA130861,TA130948,TA130956,TA130961,TA130964,TA130969,TA130972,TA130977,TA130982,TA130985,TA130990,TA130993,TA130998,TA131001,ER34301,ER34302,ER34303,TA150001,TA150043,TA150044,TA150128,TA150352,TA150491,TA150731,TA150776,TA150826,TA150869,TA150872,TA150873,TA150970,TA150978,TA150986,TA150994,TA150999,TA151007,TA151015,TA151023,ER34501,ER34502,ER34503,TA170001,TA170058,TA170059,TA170183,TA170389,TA170416,TA170790,TA170866,TA170909,TA170912,TA170913,TA171295,TA171827,TA171835,TA171840,TA171853,TA171861,TA171869,TA171877,TA171885
5,1,1,1,1,1,,,5613,41,3614,3,30,5,3,1,1,5,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,3586,1,10,4,2,2,1,5,99,5,0,0,0,0,0,2,0,0,0,0,0,0,0,5471,1,10,3,2,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6397,1,10,2,2,96,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4680,1,10,2,2,96,1,5,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7370,1,10,,,,,,,,,,,,,,,,,,,,,6157,1,10,,,,,,,,,,,,,,,,,,,,
4,1,,1,1,1,,,5613,43,2506,2,30,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5352,1,10,,,,,,,,,,,,,,,,,,,,,3989,1,10,3,2,96,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5004,1,10,2,99,99,5,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2075,1,10,2,2,2,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844,1,10,,,,,,,,,,,,,,,,,,,,,4510,1,10,,,,,,,,,,,,,,,,,,,,
4,,1,1,1,1,,,5613,44,2979,5,30,,,,,,,,,,,,,,,,,,,,,7367,4,30,4,3,1,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7125,4,30,3,3,1,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6869,1,10,2,1,99,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5689,1,10,2,2,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8836,1,10,,,,,,,,,,,,,,,,,,,,,7094,1,10,,,,,,,,,,,,,,,,,,,,
5,,1,1,1,1,1,,5613,45,2937,3,30,,,,,,,,,,,,,,,,,,,,,7966,1,10,4,6,1,3,1,99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3874,2,22,3,2,96,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5218,2,22,2,2,96,1,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6750,2,22,2,2,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,2,20,2,6,96,1,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6120,2,20,,,,,,,,,,,,,,,,,,,,
5,,1,1,1,1,1,,5613,46,2937,4,30,,,,,,,,,,,,,,,,,,,,,6954,3,30,4,1,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4428,3,30,3,2,2,7,1,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,7275,1,10,2,2,2,1,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6256,1,10,2,97,96,3,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6545,1,10,2,1,1,1,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5439,1,10,,,,,,,,,,,,,,,,,,,,
3,,,,,1,1,1,5613,48,3689,5,65,,,,,,,,,,,,,,,,,,,,,3048,4,65,,,,,,,,,,,,,,,,,,,,,4099,4,65,,,,,,,,,,,,,,,,,,,,,5221,4,65,,,,,,,,,,,,,,,,,,,,,5030,4,65,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5151,1,10,2,1,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4967,1,10,2,2,96,1,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
2,,,,,,1,1,5613,49,3023,3,30,,,,,,,,,,,,,,,,,,,,,2198,3,30,,,,,,,,,,,,,,,,,,,,,2585,3,30,,,,,,,,,,,,,,,,,,,,,5240,3,30,,,,,,,,,,,,,,,,,,,,,3053,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2770,3,30,2,1,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4358,3,30,2,1,1,1,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
4,1,1,1,1,,,,5614,34,5523,4,30,5,1,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,4,30,4,5,5,1,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2083,4,30,3,1,96,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4386,3,30,2,1,96,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8812,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,7467,1,10,,,,,,,,,,,,,,,,,,,,,5614,1,10,,,,,,,,,,,,,,,,,,,,
5,,1,1,1,1,1,,5614,36,1902,3,30,,,,,,,,,,,,,,,,,,,,,2285,3,30,4,7,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1184,2,30,3,2,1,3,5,97,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4897,1,10,2,2,96,1,5,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3023,1,10,2,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,5632,1,10,2,1,96,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6077,1,10,,,,,,,,,,,,,,,,,,,,
4,,,1,1,,1,1,5614,37,5523,6,30,,,,,,,,,,,,,,,,,,,,,2524,6,30,,,,,,,,,,,,,,,,,,,,,2083,6,30,3,1,96,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4386,4,30,2,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7811,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,7658,1,10,2,1,2,3,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5468,1,10,2,2,2,1,1,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0
2,,,,,,1,1,5614,38,2359,2,30,,,,,,,,,,,,,,,,,,,,,2226,2,30,,,,,,,,,,,,,,,,,,,,,1378,2,30,,,,,,,,,,,,,,,,,,,,,4096,2,30,,,,,,,,,,,,,,,,,,,,,2991,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2714,2,60,2,97,96,1,1,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,6570,1,10,2,10,2,1,1,5,3,0,5,5,5,1,0,0,0,0,0,0,0,0
4,1,1,1,1,,,,5614,180,2281,51,30,5,1,96,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2349,3,30,4,1,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8454,1,10,3,1,2,1,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4788,1,10,2,1,96,2,5,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,5936,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,7875,1,10,,,,,,,,,,,,,,,,,,,,,8591,1,10,,,,,,,,,,,,,,,,,,,,
4,1,1,1,1,,,,5619,37,395,3,30,5,1,1,1,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3133,3,30,4,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7418,3,30,3,1,96,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6750,3,30,2,1,2,1,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,4350,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,6983,1,10,,,,,,,,,,,,,,,,,,,,,7531,1,10,,,,,,,,,,,,,,,,,,,,
3,,,1,1,1,,,5619,38,1414,4,60,,,,,,,,,,,,,,,,,,,,,8162,1,10,,,,,,,,,,,,,,,,,,,,,5723,1,10,3,2,96,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6436,1,10,2,2,96,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6661,1,10,2,6,96,1,1,0,5,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,4946,1,10,,,,,,,,,,,,,,,,,,,,,8458,2,22,,,,,,,,,,,,,,,,,,,,
5,1,1,1,1,1,,,5619,39,313,5,30,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6783,5,30,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,4,30,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4379,4,30,2,2,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5153,4,30,2,6,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5902,3,30,,,,,,,,,,,,,,,,,,,,,5232,2,30,,,,,,,,,,,,,,,,,,,,
5,1,1,1,1,1,,,5621,31,175,3,30,5,1,96,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7173,3,30,4,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3975,3,30,3,2,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4814,3,30,2,1,96,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5944,3,30,2,1,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5104,1,10,,,,,,,,,,,,,,,,,,,,,5180,1,10,,,,,,,,,,,,,,,,,,,,
4,,1,1,1,1,,,5621,32,81,3,30,,,,,,,,,,,,,,,,,,,,,5407,3,30,4,1,1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3055,3,30,3,1,1,1,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2857,3,30,2,1,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5873,1,10,2,2,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8241,1,10,,,,,,,,,,,,,,,,,,,,,8126,1,10,,,,,,,,,,,,,,,,,,,,
4,,,,1,1,1,1,5621,33,295,2,30,,,,,,,,,,,,,,,,,,,,,6029,2,30,,,,,,,,,,,,,,,,,,,,,3096,2,30,,,,,,,,,,,,,,,,,,,,,3798,2,30,2,1,1,7,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6483,51,30,2,2,96,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4543,2,30,2,1,96,7,5,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6408,2,30,2,1,1,1,5,0,3,5,0,0,0,5,1,0,0,0,0,0,0,0
3,,,,,1,1,1,5621,34,1284,3,30,,,,,,,,,,,,,,,,,,,,,4462,3,30,,,,,,,,,,,,,,,,,,,,,2920,3,30,,,,,,,,,,,,,,,,,,,,,2993,3,30,,,,,,,,,,,,,,,,,,,,,5547,3,30,2,1,96,6,5,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7276,2,20,2,2,96,6,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8169,1,10,2,1,96,7,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,5621,35,0,0,0,,,,,,,,,,,,,,,,,,,,,5102,2,30,,,,,,,,,,,,,,,,,,,,,2810,2,30,,,,,,,,,,,,,,,,,,,,,4357,2,30,,,,,,,,,,,,,,,,,,,,,5690,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5907,1,10,,,,,,,,,,,,,,,,,,,,,6424,1,10,2,10,10,1,1,5,3,0,5,5,5,5,1,0,0,1,0,0,0,0
1,,,,,,,1,5621,36,1284,4,30,,,,,,,,,,,,,,,,,,,,,4462,4,30,,,,,,,,,,,,,,,,,,,,,2920,4,30,,,,,,,,,,,,,,,,,,,,,2993,4,30,,,,,,,,,,,,,,,,,,,,,5547,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5759,3,30,,,,,,,,,,,,,,,,,,,,,7665,3,30,2,1,1,1,1,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,5621,37,0,0,0,,,,,,,,,,,,,,,,,,,,,5102,3,30,,,,,,,,,,,,,,,,,,,,,2810,3,30,,,,,,,,,,,,,,,,,,,,,4357,3,30,,,,,,,,,,,,,,,,,,,,,5690,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5020,2,30,,,,,,,,,,,,,,,,,,,,,5075,2,30,2,1,96,7,1,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0
3,1,1,1,,,,,5623,46,5733,2,30,5,1,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5796,1,10,4,2,2,3,1,99,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7248,1,10,3,2,96,1,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
4,1,1,1,1,,,,5623,47,5401,2,30,5,2,2,2,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5245,2,30,4,1,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,30,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5934,1,10,2,2,96,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8397,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,5896,1,10,,,,,,,,,,,,,,,,,,,,,8047,1,10,,,,,,,,,,,,,,,,,,,,
4,1,1,1,1,,,,5623,48,5401,3,30,5,1,1,7,1,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,5245,3,30,4,1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,30,3,1,1,1,5,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4366,2,30,2,1,96,1,1,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,4260,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5289,1,10,,,,,,,,,,,,,,,,,,,,,5723,1,10,,,,,,,,,,,,,,,,,,,,
5,,1,1,1,1,1,,5623,49,7429,2,30,,,,,,,,,,,,,,,,,,,,,6268,3,40,4,2,97,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6854,1,10,3,1,2,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6893,1,10,2,2,96,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6407,1,10,2,2,2,1,1,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4288,1,10,2,2,96,1,1,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,6658,1,10,,,,,,,,,,,,,,,,,,,,
3,,,,,1,1,1,5623,53,5915,2,30,,,,,,,,,,,,,,,,,,,,,4505,2,30,,,,,,,,,,,,,,,,,,,,,6644,2,30,,,,,,,,,,,,,,,,,,,,,5096,2,30,,,,,,,,,,,,,,,,,,,,,5750,2,30,2,1,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5702,2,30,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6626,2,30,2,2,1,1,1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1,,,,,,,1,5623,55,5530,2,30,,,,,,,,,,,,,,,,,,,,,4542,2,30,,,,,,,,,,,,,,,,,,,,,6579,2,30,,,,,,,,,,,,,,,,,,,,,6911,2,30,,,,,,,,,,,,,,,,,,,,,6620,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,4144,2,30,,,,,,,,,,,,,,,,,,,,,5686,2,30,2,1,96,1,5,0,5,0,0,0,0,5,156,0,0,0,0,0,0,0
1,,,,,,,1,5623,56,5915,3,30,,,,,,,,,,,,,,,,,,,,,4505,3,30,,,,,,,,,,,,,,,,,,,,,6644,3,30,,,,,,,,,,,,,,,,,,,,,5096,3,30,,,,,,,,,,,,,,,,,,,,,5750,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5702,3,30,,,,,,,,,,,,,,,,,,,,,6626,3,30,2,1,3,7,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,5623,57,5530,3,30,,,,,,,,,,,,,,,,,,,,,4542,3,30,,,,,,,,,,,,,,,,,,,,,6579,3,30,,,,,,,,,,,,,,,,,,,,,6911,3,30,,,,,,,,,,,,,,,,,,,,,6620,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,4144,3,30,,,,,,,,,,,,,,,,,,,,,5686,3,30,2,1,96,1,1,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,5623,58,5903,2,30,,,,,,,,,,,,,,,,,,,,,4378,2,30,,,,,,,,,,,,,,,,,,,,,1428,2,30,,,,,,,,,,,,,,,,,,,,,6663,3,33,,,,,,,,,,,,,,,,,,,,,6114,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5140,2,30,,,,,,,,,,,,,,,,,,,,,5949,2,30,2,2,96,1,1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0
1,,,,,,,1,5623,60,6563,2,30,,,,,,,,,,,,,,,,,,,,,5757,2,30,,,,,,,,,,,,,,,,,,,,,512,2,30,,,,,,,,,,,,,,,,,,,,,4182,2,30,,,,,,,,,,,,,,,,,,,,,5994,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,5877,2,30,,,,,,,,,,,,,,,,,,,,,6097,2,30,2,1,1,7,1,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,5623,200,7231,0,0,,,,,,,,,,,,,,,,,,,,,6136,0,0,,,,,,,,,,,,,,,,,,,,,457,0,0,,,,,,,,,,,,,,,,,,,,,6679,3,60,,,,,,,,,,,,,,,,,,,,,6041,71,60,,,,,,,,,,,,,,,,,,,,,,,,,,,8145,1,10,,,,,,,,,,,,,,,,,,,,,6164,1,10,2,2,2,1,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0
4,,,1,1,1,,1,5625,32,41,2,30,,,,,,,,,,,,,,,,,,,,,5185,2,30,,,,,,,,,,,,,,,,,,,,,3379,2,30,3,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4714,2,30,2,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5887,1,10,2,2,96,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7182,1,10,,,,,,,,,,,,,,,,,,,,,927,1,10,2,2,96,1,1,5,1,0,0,0,0,5,1,0,0,0,0,0,0,0
6,,1,1,1,1,1,1,5626,34,379,4,30,,,,,,,,,,,,,,,,,,,,,3151,3,30,4,1,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,278,3,30,3,3,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6809,3,30,2,2,1,1,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3754,3,30,2,1,1,1,1,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1093,3,30,2,2,5,1,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1515,3,30,2,2,96,1,5,0,3,0,0,0,0,5,70,0,0,0,0,0,0,0
2,,,,,1,1,,5626,35,6963,2,30,,,,,,,,,,,,,,,,,,,,,8254,2,30,,,,,,,,,,,,,,,,,,,,,2442,2,30,,,,,,,,,,,,,,,,,,,,,6764,2,30,,,,,,,,,,,,,,,,,,,,,4935,2,30,2,1,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7610,2,30,2,1,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,2,30,,,,,,,,,,,,,,,,,,,,
2,1,,,1,,,,5628,33,1153,8,70,5,7,96,6,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5139,1,10,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,3438,1,10,2,97,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5542,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,3184,1,10,,,,,,,,,,,,,,,,,,,,
3,1,,,1,1,,,5628,35,1153,9,70,5,7,97,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4231,1,10,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,7079,1,10,2,1,96,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5536,1,10,2,1,1,3,5,99,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3184,2,40,,,,,,,,,,,,,,,,,,,,
4,1,1,1,1,,,,5628,37,1153,3,30,5,1,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2605,2,30,4,2,2,3,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,2,30,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,2,30,2,1,2,3,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5740,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,8898,1,10,,,,,,,,,,,,,,,,,,,,,3514,1,10,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,5628,38,1153,4,30,,,,,,,,,,,,,,,,,,,,,2605,3,30,,,,,,,,,,,,,,,,,,,,,1360,3,30,,,,,,,,,,,,,,,,,,,,,1416,2,40,,,,,,,,,,,,,,,,,,,,,4187,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,6243,1,10,,,,,,,,,,,,,,,,,,,,,3172,1,10,2,2,96,6,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
4,,,,1,1,1,1,5628,41,1153,5,30,,,,,,,,,,,,,,,,,,,,,2605,4,30,,,,,,,,,,,,,,,,,,,,,1360,4,30,,,,,,,,,,,,,,,,,,,,,1416,1,10,2,2,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,1,10,2,2,5,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288,1,10,2,2,96,3,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,1,10,2,2,96,1,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,5628,43,1153,6,30,,,,,,,,,,,,,,,,,,,,,2605,5,30,,,,,,,,,,,,,,,,,,,,,1360,5,30,,,,,,,,,,,,,,,,,,,,,295,3,30,,,,,,,,,,,,,,,,,,,,,8327,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3991,1,10,,,,,,,,,,,,,,,,,,,,,3188,1,10,2,2,96,1,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
1,,,,,,,1,5628,44,1153,7,30,,,,,,,,,,,,,,,,,,,,,2605,6,30,,,,,,,,,,,,,,,,,,,,,1360,6,30,,,,,,,,,,,,,,,,,,,,,295,4,30,,,,,,,,,,,,,,,,,,,,,6442,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2506,1,10,,,,,,,,,,,,,,,,,,,,,3227,1,10,2,1,2,1,1,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0
5,1,1,1,1,1,,,5628,175,4562,2,22,5,2,96,6,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891,1,10,4,7,97,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903,1,10,3,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,1,10,2,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144,1,10,2,2,96,7,1,97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4404,1,10,,,,,,,,,,,,,,,,,,,,,3228,1,10,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,5634,187,7968,2,30,,,,,,,,,,,,,,,,,,,,,7947,3,60,,,,,,,,,,,,,,,,,,,,,3581,2,30,,,,,,,,,,,,,,,,,,,,,6789,51,30,,,,,,,,,,,,,,,,,,,,,3932,51,30,,,,,,,,,,,,,,,,,,,,,,,,,,,4665,51,30,,,,,,,,,,,,,,,,,,,,,3525,2,30,2,1,96,1,1,5,3,0,0,0,0,5,10,0,1,0,0,0,0,0
1,,,,,,,1,5634,190,7968,3,30,,,,,,,,,,,,,,,,,,,,,7947,4,60,,,,,,,,,,,,,,,,,,,,,3581,3,30,,,,,,,,,,,,,,,,,,,,,6789,2,30,,,,,,,,,,,,,,,,,,,,,3932,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,4665,2,30,,,,,,,,,,,,,,,,,,,,,3525,51,30,2,1,96,7,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
4,,,1,1,1,1,,5635,39,5336,3,30,,,,,,,,,,,,,,,,,,,,,1186,7,60,,,,,,,,,,,,,,,,,,,,,581,52,60,3,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1919,53,60,2,2,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4980,1,10,2,2,96,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3905,1,10,2,2,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4315,1,10,,,,,,,,,,,,,,,,,,,,
